Opened /dev/xdma0_h2c_3 -> 3
Opened /dev/xdma0_c2h_3 -> 4
Successfully reset the FPGA!
k,d,A_local,t12,t23,S,fired
1,8,184,5,1,8,1
1,8,184,5,2,8,1
1,8,184,10,1,8,1
1,8,184,10,2,8,1
1,8,184,20,1,8,1
1,8,184,20,2,8,1
1,8,184,30,1,8,1
1,8,184,30,2,8,1
1,32,195,5,1,32,1
1,32,195,5,2,32,1
1,32,195,10,1,32,1
1,32,195,10,2,32,1
1,32,195,20,1,32,1
1,32,195,20,2,32,1
1,32,195,30,1,32,1
1,32,195,30,2,32,1
1,8,102,5,1,8,1
1,8,102,5,2,8,1
1,8,102,10,1,8,1
1,8,102,10,2,8,1
1,8,102,20,1,8,1
1,8,102,20,2,8,1
1,8,102,30,1,8,1
1,8,102,30,2,8,1
1,256,212,5,1,256,2
1,256,212,5,2,256,2
1,256,212,10,1,256,2
1,256,212,10,2,256,2
1,256,212,20,1,256,2
1,256,212,20,2,256,2
1,256,212,30,1,256,2
1,256,212,30,2,256,2
1,32,405,5,1,32,1
1,32,405,5,2,32,1
1,32,405,10,1,32,1
1,32,405,10,2,32,1
1,32,405,20,1,32,1
1,32,405,20,2,32,1
1,32,405,30,1,32,1
1,32,405,30,2,32,1
1,16,70,5,1,16,1
1,16,70,5,2,16,1
1,16,70,10,1,16,1
1,16,70,10,2,16,1
1,16,70,20,1,16,1
1,16,70,20,2,16,1
1,16,70,30,1,16,1
1,16,70,30,2,16,1
2,3,390,5,1,1,0
2,3,390,5,1,2,0
2,3,390,5,1,3,1
2,3,390,5,2,1,0
2,3,390,5,2,2,0
2,3,390,5,2,3,1
2,3,390,10,1,1,0
2,3,390,10,1,2,0
2,3,390,10,1,3,1
2,3,390,10,2,1,0
2,3,390,10,2,2,0
2,3,390,10,2,3,1
2,3,390,20,1,1,0
2,3,390,20,1,2,0
2,3,390,20,1,3,1
2,3,390,20,2,1,0
2,3,390,20,2,2,0
2,3,390,20,2,3,1
2,3,390,30,1,1,0
2,3,390,30,1,2,0
2,3,390,30,1,3,1
2,3,390,30,2,1,0
2,3,390,30,2,2,0
2,3,390,30,2,3,1
2,136,360,5,1,8,1
2,136,360,5,1,128,1
2,136,360,5,1,136,1
2,136,360,5,2,8,1
2,136,360,5,2,128,1
2,136,360,5,2,136,1
2,136,360,10,1,8,1
2,136,360,10,1,128,1
2,136,360,10,1,136,1
2,136,360,10,2,8,1
2,136,360,10,2,128,1
2,136,360,10,2,136,1
2,136,360,20,1,8,0
2,136,360,20,1,128,0
2,136,360,20,1,136,1
2,136,360,20,2,8,0
2,136,360,20,2,128,0
2,136,360,20,2,136,1
2,136,360,30,1,8,0
2,136,360,30,1,128,0
2,136,360,30,1,136,1
2,136,360,30,2,8,0
2,136,360,30,2,128,0
2,136,360,30,2,136,1
2,576,541,5,1,64,0
2,576,541,5,1,512,2
2,576,541,5,1,576,2
2,576,541,5,2,64,0
2,576,541,5,2,512,2
2,576,541,5,2,576,2
2,576,541,10,1,64,0
2,576,541,10,1,512,2
2,576,541,10,1,576,2
2,576,541,10,2,64,0
2,576,541,10,2,512,2
2,576,541,10,2,576,2
2,576,541,20,1,64,0
2,576,541,20,1,512,0
2,576,541,20,1,576,2
2,576,541,20,2,64,0
2,576,541,20,2,512,0
2,576,541,20,2,576,2
2,576,541,30,1,64,0
2,576,541,30,1,512,0
2,576,541,30,1,576,2
2,576,541,30,2,64,0
2,576,541,30,2,512,0
2,576,541,30,2,576,2
2,17,524,5,1,1,2
2,17,524,5,1,16,0
2,17,524,5,1,17,1
2,17,524,5,2,1,2
2,17,524,5,2,16,0
2,17,524,5,2,17,1
2,17,524,10,1,1,2
2,17,524,10,1,16,0
2,17,524,10,1,17,1
2,17,524,10,2,1,2
2,17,524,10,2,16,0
2,17,524,10,2,17,1
2,17,524,20,1,1,0
2,17,524,20,1,16,0
2,17,524,20,1,17,1
2,17,524,20,2,1,0
2,17,524,20,2,16,0
2,17,524,20,2,17,1
2,17,524,30,1,1,0
2,17,524,30,1,16,0
2,17,524,30,1,17,1
2,17,524,30,2,1,0
2,17,524,30,2,16,0
2,17,524,30,2,17,1
2,5,544,5,1,1,0
2,5,544,5,1,4,0
2,5,544,5,1,5,1
2,5,544,5,2,1,0
2,5,544,5,2,4,0
2,5,544,5,2,5,1
2,5,544,10,1,1,0
2,5,544,10,1,4,0
2,5,544,10,1,5,1
2,5,544,10,2,1,0
2,5,544,10,2,4,0
2,5,544,10,2,5,1
2,5,544,20,1,1,0
2,5,544,20,1,4,0
2,5,544,20,1,5,1
2,5,544,20,2,1,0
2,5,544,20,2,4,0
2,5,544,20,2,5,1
2,5,544,30,1,1,0
2,5,544,30,1,4,0
2,5,544,30,1,5,1
2,5,544,30,2,1,0
2,5,544,30,2,4,0
2,5,544,30,2,5,1
2,6,308,5,1,2,0
2,6,308,5,1,4,0
2,6,308,5,1,6,1
2,6,308,5,2,2,0
2,6,308,5,2,4,0
2,6,308,5,2,6,1
2,6,308,10,1,2,0
2,6,308,10,1,4,0
2,6,308,10,1,6,1
2,6,308,10,2,2,0
2,6,308,10,2,4,0
2,6,308,10,2,6,1
2,6,308,20,1,2,0
2,6,308,20,1,4,0
2,6,308,20,1,6,1
2,6,308,20,2,2,0
2,6,308,20,2,4,0
2,6,308,20,2,6,1
2,6,308,30,1,2,0
2,6,308,30,1,4,0
2,6,308,30,1,6,1
2,6,308,30,2,2,0
2,6,308,30,2,4,0
2,6,308,30,2,6,1
3,304,255,5,1,16,0
3,304,255,5,1,32,0
3,304,255,5,1,48,0
3,304,255,5,1,256,0
3,304,255,5,1,272,0
3,304,255,5,1,288,0
3,304,255,5,1,304,2
3,304,255,5,2,16,0
3,304,255,5,2,32,0
3,304,255,5,2,48,0
3,304,255,5,2,256,0
3,304,255,5,2,272,0
3,304,255,5,2,288,0
3,304,255,5,2,304,2
3,304,255,10,1,16,0
3,304,255,10,1,32,0
3,304,255,10,1,48,0
3,304,255,10,1,256,0
3,304,255,10,1,272,0
3,304,255,10,1,288,0
3,304,255,10,1,304,2
3,304,255,10,2,16,0
3,304,255,10,2,32,0
3,304,255,10,2,48,0
3,304,255,10,2,256,0
3,304,255,10,2,272,0
3,304,255,10,2,288,0
3,304,255,10,2,304,2
3,304,255,20,1,16,0
3,304,255,20,1,32,0
3,304,255,20,1,48,0
3,304,255,20,1,256,0
3,304,255,20,1,272,0
3,304,255,20,1,288,0
3,304,255,20,1,304,2
3,304,255,20,2,16,0
3,304,255,20,2,32,0
3,304,255,20,2,48,0
3,304,255,20,2,256,0
3,304,255,20,2,272,0
3,304,255,20,2,288,0
3,304,255,20,2,304,2
3,304,255,30,1,16,0
3,304,255,30,1,32,0
3,304,255,30,1,48,0
3,304,255,30,1,256,0
3,304,255,30,1,272,0
3,304,255,30,1,288,0
3,304,255,30,1,304,2
3,304,255,30,2,16,0
3,304,255,30,2,32,0
3,304,255,30,2,48,0
3,304,255,30,2,256,0
3,304,255,30,2,272,0
3,304,255,30,2,288,0
3,304,255,30,2,304,2
3,25,19,5,1,1,2
3,25,19,5,1,8,0
3,25,19,5,1,9,0
3,25,19,5,1,16,0
3,25,19,5,1,17,1
3,25,19,5,1,24,0
3,25,19,5,1,25,1
3,25,19,5,2,1,2
3,25,19,5,2,8,0
3,25,19,5,2,9,0
3,25,19,5,2,16,0
3,25,19,5,2,17,1
3,25,19,5,2,24,0
3,25,19,5,2,25,1
3,25,19,10,1,1,2
3,25,19,10,1,8,0
3,25,19,10,1,9,0
3,25,19,10,1,16,0
3,25,19,10,1,17,1
3,25,19,10,1,24,0
3,25,19,10,1,25,1
3,25,19,10,2,1,2
3,25,19,10,2,8,0
3,25,19,10,2,9,0
3,25,19,10,2,16,0
3,25,19,10,2,17,1
3,25,19,10,2,24,0
3,25,19,10,2,25,1
3,25,19,20,1,1,0
3,25,19,20,1,8,0
3,25,19,20,1,9,0
3,25,19,20,1,16,0
3,25,19,20,1,17,0
3,25,19,20,1,24,0
3,25,19,20,1,25,1
3,25,19,20,2,1,0
3,25,19,20,2,8,0
3,25,19,20,2,9,0
3,25,19,20,2,16,0
3,25,19,20,2,17,0
3,25,19,20,2,24,0
3,25,19,20,2,25,1
3,25,19,30,1,1,0
3,25,19,30,1,8,0
3,25,19,30,1,9,0
3,25,19,30,1,16,0
3,25,19,30,1,17,0
3,25,19,30,1,24,0
3,25,19,30,1,25,1
3,25,19,30,2,1,0
3,25,19,30,2,8,0
3,25,19,30,2,9,0
3,25,19,30,2,16,0
3,25,19,30,2,17,0
3,25,19,30,2,24,0
3,25,19,30,2,25,1
3,261,215,5,1,1,0
3,261,215,5,1,4,0
3,261,215,5,1,5,0
3,261,215,5,1,256,0
3,261,215,5,1,257,0
3,261,215,5,1,260,0
3,261,215,5,1,261,2
3,261,215,5,2,1,0
3,261,215,5,2,4,0
3,261,215,5,2,5,0
3,261,215,5,2,256,0
3,261,215,5,2,257,0
3,261,215,5,2,260,0
3,261,215,5,2,261,2
3,261,215,10,1,1,0
3,261,215,10,1,4,0
3,261,215,10,1,5,0
3,261,215,10,1,256,0
3,261,215,10,1,257,0
3,261,215,10,1,260,0
3,261,215,10,1,261,2
3,261,215,10,2,1,0
3,261,215,10,2,4,0
3,261,215,10,2,5,0
3,261,215,10,2,256,0
3,261,215,10,2,257,0
3,261,215,10,2,260,0
3,261,215,10,2,261,2
3,261,215,20,1,1,0
3,261,215,20,1,4,0
3,261,215,20,1,5,0
3,261,215,20,1,256,0
3,261,215,20,1,257,0
3,261,215,20,1,260,0
3,261,215,20,1,261,2
3,261,215,20,2,1,0
3,261,215,20,2,4,0
3,261,215,20,2,5,0
3,261,215,20,2,256,0
3,261,215,20,2,257,0
3,261,215,20,2,260,0
3,261,215,20,2,261,2
3,261,215,30,1,1,0
3,261,215,30,1,4,0
3,261,215,30,1,5,0
3,261,215,30,1,256,0
3,261,215,30,1,257,0
3,261,215,30,1,260,0
3,261,215,30,1,261,2
3,261,215,30,2,1,0
3,261,215,30,2,4,0
3,261,215,30,2,5,0
3,261,215,30,2,256,0
3,261,215,30,2,257,0
3,261,215,30,2,260,0
3,261,215,30,2,261,2
3,545,625,5,1,1,0
3,545,625,5,1,32,0
3,545,625,5,1,33,0
3,545,625,5,1,512,0
3,545,625,5,1,513,0
3,545,625,5,1,544,0
3,545,625,5,1,545,2
3,545,625,5,2,1,0
3,545,625,5,2,32,0
3,545,625,5,2,33,0
3,545,625,5,2,512,0
3,545,625,5,2,513,0
3,545,625,5,2,544,0
3,545,625,5,2,545,2
3,545,625,10,1,1,0
3,545,625,10,1,32,0
3,545,625,10,1,33,0
3,545,625,10,1,512,0
3,545,625,10,1,513,0
3,545,625,10,1,544,0
3,545,625,10,1,545,2
3,545,625,10,2,1,0
3,545,625,10,2,32,0
3,545,625,10,2,33,0
3,545,625,10,2,512,0
3,545,625,10,2,513,0
3,545,625,10,2,544,0
3,545,625,10,2,545,2
3,545,625,20,1,1,0
3,545,625,20,1,32,0
3,545,625,20,1,33,0
3,545,625,20,1,512,0
3,545,625,20,1,513,0
3,545,625,20,1,544,0
3,545,625,20,1,545,2
3,545,625,20,2,1,0
3,545,625,20,2,32,0
3,545,625,20,2,33,0
3,545,625,20,2,512,0
3,545,625,20,2,513,0
3,545,625,20,2,544,0
3,545,625,20,2,545,2
3,545,625,30,1,1,0
3,545,625,30,1,32,0
3,545,625,30,1,33,0
3,545,625,30,1,512,0
3,545,625,30,1,513,0
3,545,625,30,1,544,0
3,545,625,30,1,545,2
3,545,625,30,2,1,0
3,545,625,30,2,32,0
3,545,625,30,2,33,0
3,545,625,30,2,512,0
3,545,625,30,2,513,0
3,545,625,30,2,544,0
3,545,625,30,2,545,2
3,224,94,5,1,32,1
3,224,94,5,1,64,0
3,224,94,5,1,96,1
3,224,94,5,1,128,0
3,224,94,5,1,160,1
3,224,94,5,1,192,0
3,224,94,5,1,224,1
3,224,94,5,2,32,1
3,224,94,5,2,64,0
3,224,94,5,2,96,1
3,224,94,5,2,128,0
3,224,94,5,2,160,1
3,224,94,5,2,192,0
3,224,94,5,2,224,1
3,224,94,10,1,32,1
3,224,94,10,1,64,0
3,224,94,10,1,96,1
3,224,94,10,1,128,0
3,224,94,10,1,160,1
3,224,94,10,1,192,0
3,224,94,10,1,224,1
3,224,94,10,2,32,1
3,224,94,10,2,64,0
3,224,94,10,2,96,1
3,224,94,10,2,128,0
3,224,94,10,2,160,1
3,224,94,10,2,192,0
3,224,94,10,2,224,1
3,224,94,20,1,32,0
3,224,94,20,1,64,0
3,224,94,20,1,96,0
3,224,94,20,1,128,0
3,224,94,20,1,160,0
3,224,94,20,1,192,0
3,224,94,20,1,224,1
3,224,94,20,2,32,0
3,224,94,20,2,64,0
3,224,94,20,2,96,0
3,224,94,20,2,128,0
3,224,94,20,2,160,0
3,224,94,20,2,192,0
3,224,94,20,2,224,1
3,224,94,30,1,32,0
3,224,94,30,1,64,0
3,224,94,30,1,96,0
3,224,94,30,1,128,0
3,224,94,30,1,160,0
3,224,94,30,1,192,0
3,224,94,30,1,224,1
3,224,94,30,2,32,0
3,224,94,30,2,64,0
3,224,94,30,2,96,0
3,224,94,30,2,128,0
3,224,94,30,2,160,0
3,224,94,30,2,192,0
3,224,94,30,2,224,1
3,416,146,5,1,32,0
3,416,146,5,1,128,0
3,416,146,5,1,160,0
3,416,146,5,1,256,0
3,416,146,5,1,288,0
3,416,146,5,1,384,0
3,416,146,5,1,416,2
3,416,146,5,2,32,0
3,416,146,5,2,128,0
3,416,146,5,2,160,0
3,416,146,5,2,256,0
3,416,146,5,2,288,0
3,416,146,5,2,384,0
3,416,146,5,2,416,2
3,416,146,10,1,32,0
3,416,146,10,1,128,0
3,416,146,10,1,160,0
3,416,146,10,1,256,0
3,416,146,10,1,288,0
3,416,146,10,1,384,0
3,416,146,10,1,416,2
3,416,146,10,2,32,0
3,416,146,10,2,128,0
3,416,146,10,2,160,0
3,416,146,10,2,256,0
3,416,146,10,2,288,0
3,416,146,10,2,384,0
3,416,146,10,2,416,2
3,416,146,20,1,32,0
3,416,146,20,1,128,0
3,416,146,20,1,160,0
3,416,146,20,1,256,0
3,416,146,20,1,288,0
3,416,146,20,1,384,0
3,416,146,20,1,416,2
3,416,146,20,2,32,0
3,416,146,20,2,128,0
3,416,146,20,2,160,0
3,416,146,20,2,256,0
3,416,146,20,2,288,0
3,416,146,20,2,384,0
3,416,146,20,2,416,2
3,416,146,30,1,32,0
3,416,146,30,1,128,0
3,416,146,30,1,160,0
3,416,146,30,1,256,0
3,416,146,30,1,288,0
3,416,146,30,1,384,0
3,416,146,30,1,416,2
3,416,146,30,2,32,0
3,416,146,30,2,128,0
3,416,146,30,2,160,0
3,416,146,30,2,256,0
3,416,146,30,2,288,0
3,416,146,30,2,384,0
3,416,146,30,2,416,2
4,278,339,5,1,2,0
4,278,339,5,1,4,0
4,278,339,5,1,6,0
4,278,339,5,1,16,0
4,278,339,5,1,18,0
4,278,339,5,1,20,0
4,278,339,5,1,22,0
4,278,339,5,1,256,0
4,278,339,5,1,258,0
4,278,339,5,1,260,0
4,278,339,5,1,262,0
4,278,339,5,1,272,0
4,278,339,5,1,274,0
4,278,339,5,1,276,0
4,278,339,5,1,278,2
4,278,339,5,2,2,0
4,278,339,5,2,4,0
4,278,339,5,2,6,0
4,278,339,5,2,16,0
4,278,339,5,2,18,0
4,278,339,5,2,20,0
4,278,339,5,2,22,0
4,278,339,5,2,256,0
4,278,339,5,2,258,0
4,278,339,5,2,260,0
4,278,339,5,2,262,0
4,278,339,5,2,272,0
4,278,339,5,2,274,0
4,278,339,5,2,276,0
4,278,339,5,2,278,2
4,278,339,10,1,2,0
4,278,339,10,1,4,0
4,278,339,10,1,6,0
4,278,339,10,1,16,0
4,278,339,10,1,18,0
4,278,339,10,1,20,0
4,278,339,10,1,22,0
4,278,339,10,1,256,0
4,278,339,10,1,258,0
4,278,339,10,1,260,0
4,278,339,10,1,262,0
4,278,339,10,1,272,0
4,278,339,10,1,274,0
4,278,339,10,1,276,0
4,278,339,10,1,278,2
4,278,339,10,2,2,0
4,278,339,10,2,4,0
4,278,339,10,2,6,0
4,278,339,10,2,16,0
4,278,339,10,2,18,0
4,278,339,10,2,20,0
4,278,339,10,2,22,0
4,278,339,10,2,256,0
4,278,339,10,2,258,0
4,278,339,10,2,260,0
4,278,339,10,2,262,0
4,278,339,10,2,272,0
4,278,339,10,2,274,0
4,278,339,10,2,276,0
4,278,339,10,2,278,2
4,278,339,20,1,2,0
4,278,339,20,1,4,0
4,278,339,20,1,6,0
4,278,339,20,1,16,0
4,278,339,20,1,18,0
4,278,339,20,1,20,0
4,278,339,20,1,22,0
4,278,339,20,1,256,0
4,278,339,20,1,258,0
4,278,339,20,1,260,0
4,278,339,20,1,262,0
4,278,339,20,1,272,0
4,278,339,20,1,274,0
4,278,339,20,1,276,0
4,278,339,20,1,278,2
4,278,339,20,2,2,0
4,278,339,20,2,4,0
4,278,339,20,2,6,0
4,278,339,20,2,16,0
4,278,339,20,2,18,0
4,278,339,20,2,20,0
4,278,339,20,2,22,0
4,278,339,20,2,256,0
4,278,339,20,2,258,0
4,278,339,20,2,260,0
4,278,339,20,2,262,0
4,278,339,20,2,272,0
4,278,339,20,2,274,0
4,278,339,20,2,276,0
4,278,339,20,2,278,2
4,278,339,30,1,2,0
4,278,339,30,1,4,0
4,278,339,30,1,6,0
4,278,339,30,1,16,0
4,278,339,30,1,18,0
4,278,339,30,1,20,0
4,278,339,30,1,22,0
4,278,339,30,1,256,0
4,278,339,30,1,258,0
4,278,339,30,1,260,0
4,278,339,30,1,262,0
4,278,339,30,1,272,0
4,278,339,30,1,274,0
4,278,339,30,1,276,0
4,278,339,30,1,278,2
4,278,339,30,2,2,0
4,278,339,30,2,4,0
4,278,339,30,2,6,0
4,278,339,30,2,16,0
4,278,339,30,2,18,0
4,278,339,30,2,20,0
4,278,339,30,2,22,0
4,278,339,30,2,256,0
4,278,339,30,2,258,0
4,278,339,30,2,260,0
4,278,339,30,2,262,0
4,278,339,30,2,272,0
4,278,339,30,2,274,0
4,278,339,30,2,276,0
4,278,339,30,2,278,2
4,297,243,5,1,1,0
4,297,243,5,1,8,0
4,297,243,5,1,9,0
4,297,243,5,1,32,0
4,297,243,5,1,33,0
4,297,243,5,1,40,0
4,297,243,5,1,41,0
4,297,243,5,1,256,0
4,297,243,5,1,257,0
4,297,243,5,1,264,0
4,297,243,5,1,265,0
4,297,243,5,1,288,0
4,297,243,5,1,289,2
4,297,243,5,1,296,0
4,297,243,5,1,297,2
4,297,243,5,2,1,0
4,297,243,5,2,8,0
4,297,243,5,2,9,0
4,297,243,5,2,32,0
4,297,243,5,2,33,0
4,297,243,5,2,40,0
4,297,243,5,2,41,0
4,297,243,5,2,256,0
4,297,243,5,2,257,0
4,297,243,5,2,264,0
4,297,243,5,2,265,0
4,297,243,5,2,288,0
4,297,243,5,2,289,2
4,297,243,5,2,296,0
4,297,243,5,2,297,2
4,297,243,10,1,1,0
4,297,243,10,1,8,0
4,297,243,10,1,9,0
4,297,243,10,1,32,0
4,297,243,10,1,33,0
4,297,243,10,1,40,0
4,297,243,10,1,41,0
4,297,243,10,1,256,0
4,297,243,10,1,257,0
4,297,243,10,1,264,0
4,297,243,10,1,265,0
4,297,243,10,1,288,0
4,297,243,10,1,289,2
4,297,243,10,1,296,0
4,297,243,10,1,297,2
4,297,243,10,2,1,0
4,297,243,10,2,8,0
4,297,243,10,2,9,0
4,297,243,10,2,32,0
4,297,243,10,2,33,0
4,297,243,10,2,40,0
4,297,243,10,2,41,0
4,297,243,10,2,256,0
4,297,243,10,2,257,0
4,297,243,10,2,264,0
4,297,243,10,2,265,0
4,297,243,10,2,288,0
4,297,243,10,2,289,2
4,297,243,10,2,296,0
4,297,243,10,2,297,2
4,297,243,20,1,1,0
4,297,243,20,1,8,0
4,297,243,20,1,9,0
4,297,243,20,1,32,0
4,297,243,20,1,33,0
4,297,243,20,1,40,0
4,297,243,20,1,41,0
4,297,243,20,1,256,0
4,297,243,20,1,257,0
4,297,243,20,1,264,0
4,297,243,20,1,265,0
4,297,243,20,1,288,0
4,297,243,20,1,289,0
4,297,243,20,1,296,0
4,297,243,20,1,297,2
4,297,243,20,2,1,0
4,297,243,20,2,8,0
4,297,243,20,2,9,0
4,297,243,20,2,32,0
4,297,243,20,2,33,0
4,297,243,20,2,40,0
4,297,243,20,2,41,0
4,297,243,20,2,256,0
4,297,243,20,2,257,0
4,297,243,20,2,264,0
4,297,243,20,2,265,0
4,297,243,20,2,288,0
4,297,243,20,2,289,0
4,297,243,20,2,296,0
4,297,243,20,2,297,2
4,297,243,30,1,1,0
4,297,243,30,1,8,0
4,297,243,30,1,9,0
4,297,243,30,1,32,0
4,297,243,30,1,33,0
4,297,243,30,1,40,0
4,297,243,30,1,41,0
4,297,243,30,1,256,0
4,297,243,30,1,257,0
4,297,243,30,1,264,0
4,297,243,30,1,265,0
4,297,243,30,1,288,0
4,297,243,30,1,289,0
4,297,243,30,1,296,0
4,297,243,30,1,297,2
4,297,243,30,2,1,0
4,297,243,30,2,8,0
4,297,243,30,2,9,0
4,297,243,30,2,32,0
4,297,243,30,2,33,0
4,297,243,30,2,40,0
4,297,243,30,2,41,0
4,297,243,30,2,256,0
4,297,243,30,2,257,0
4,297,243,30,2,264,0
4,297,243,30,2,265,0
4,297,243,30,2,288,0
4,297,243,30,2,289,0
4,297,243,30,2,296,0
4,297,243,30,2,297,2
4,177,390,5,1,1,2
4,177,390,5,1,16,0
4,177,390,5,1,17,0
4,177,390,5,1,32,0
4,177,390,5,1,33,0
4,177,390,5,1,48,0
4,177,390,5,1,49,1
4,177,390,5,1,128,0
4,177,390,5,1,129,0
4,177,390,5,1,144,0
4,177,390,5,1,145,0
4,177,390,5,1,160,0
4,177,390,5,1,161,0
4,177,390,5,1,176,0
4,177,390,5,1,177,1
4,177,390,5,2,1,2
4,177,390,5,2,16,0
4,177,390,5,2,17,0
4,177,390,5,2,32,0
4,177,390,5,2,33,0
4,177,390,5,2,48,0
4,177,390,5,2,49,1
4,177,390,5,2,128,0
4,177,390,5,2,129,0
4,177,390,5,2,144,0
4,177,390,5,2,145,0
4,177,390,5,2,160,0
4,177,390,5,2,161,0
4,177,390,5,2,176,0
4,177,390,5,2,177,1
4,177,390,10,1,1,2
4,177,390,10,1,16,0
4,177,390,10,1,17,0
4,177,390,10,1,32,0
4,177,390,10,1,33,0
4,177,390,10,1,48,0
4,177,390,10,1,49,1
4,177,390,10,1,128,0
4,177,390,10,1,129,0
4,177,390,10,1,144,0
4,177,390,10,1,145,0
4,177,390,10,1,160,0
4,177,390,10,1,161,0
4,177,390,10,1,176,0
4,177,390,10,1,177,1
4,177,390,10,2,1,2
4,177,390,10,2,16,0
4,177,390,10,2,17,0
4,177,390,10,2,32,0
4,177,390,10,2,33,0
4,177,390,10,2,48,0
4,177,390,10,2,49,1
4,177,390,10,2,128,0
4,177,390,10,2,129,0
4,177,390,10,2,144,0
4,177,390,10,2,145,0
4,177,390,10,2,160,0
4,177,390,10,2,161,0
4,177,390,10,2,176,0
4,177,390,10,2,177,1
4,177,390,20,1,1,0
4,177,390,20,1,16,0
4,177,390,20,1,17,0
4,177,390,20,1,32,0
4,177,390,20,1,33,0
4,177,390,20,1,48,0
4,177,390,20,1,49,0
4,177,390,20,1,128,0
4,177,390,20,1,129,0
4,177,390,20,1,144,0
4,177,390,20,1,145,0
4,177,390,20,1,160,0
4,177,390,20,1,161,0
4,177,390,20,1,176,0
4,177,390,20,1,177,1
4,177,390,20,2,1,0
4,177,390,20,2,16,0
4,177,390,20,2,17,0
4,177,390,20,2,32,0
4,177,390,20,2,33,0
4,177,390,20,2,48,0
4,177,390,20,2,49,0
4,177,390,20,2,128,0
4,177,390,20,2,129,0
4,177,390,20,2,144,0
4,177,390,20,2,145,0
4,177,390,20,2,160,0
4,177,390,20,2,161,0
4,177,390,20,2,176,0
4,177,390,20,2,177,1
4,177,390,30,1,1,0
4,177,390,30,1,16,0
4,177,390,30,1,17,0
4,177,390,30,1,32,0
4,177,390,30,1,33,0
4,177,390,30,1,48,0
4,177,390,30,1,49,0
4,177,390,30,1,128,0
4,177,390,30,1,129,0
4,177,390,30,1,144,0
4,177,390,30,1,145,0
4,177,390,30,1,160,0
4,177,390,30,1,161,0
4,177,390,30,1,176,0
4,177,390,30,1,177,1
4,177,390,30,2,1,0
4,177,390,30,2,16,0
4,177,390,30,2,17,0
4,177,390,30,2,32,0
4,177,390,30,2,33,0
4,177,390,30,2,48,0
4,177,390,30,2,49,0
4,177,390,30,2,128,0
4,177,390,30,2,129,0
4,177,390,30,2,144,0
4,177,390,30,2,145,0
4,177,390,30,2,160,0
4,177,390,30,2,161,0
4,177,390,30,2,176,0
4,177,390,30,2,177,1
4,60,398,5,1,4,2
4,60,398,5,1,8,0
4,60,398,5,1,12,0
4,60,398,5,1,16,0
4,60,398,5,1,20,0
4,60,398,5,1,24,0
4,60,398,5,1,28,0
4,60,398,5,1,32,0
4,60,398,5,1,36,0
4,60,398,5,1,40,0
4,60,398,5,1,44,0
4,60,398,5,1,48,0
4,60,398,5,1,52,1
4,60,398,5,1,56,0
4,60,398,5,1,60,1
4,60,398,5,2,4,2
4,60,398,5,2,8,0
4,60,398,5,2,12,0
4,60,398,5,2,16,0
4,60,398,5,2,20,0
4,60,398,5,2,24,0
4,60,398,5,2,28,0
4,60,398,5,2,32,0
4,60,398,5,2,36,0
4,60,398,5,2,40,0
4,60,398,5,2,44,0
4,60,398,5,2,48,0
4,60,398,5,2,52,1
4,60,398,5,2,56,0
4,60,398,5,2,60,1
4,60,398,10,1,4,2
4,60,398,10,1,8,0
4,60,398,10,1,12,0
4,60,398,10,1,16,0
4,60,398,10,1,20,0
4,60,398,10,1,24,0
4,60,398,10,1,28,0
4,60,398,10,1,32,0
4,60,398,10,1,36,0
4,60,398,10,1,40,0
4,60,398,10,1,44,0
4,60,398,10,1,48,0
4,60,398,10,1,52,1
4,60,398,10,1,56,0
4,60,398,10,1,60,1
4,60,398,10,2,4,2
4,60,398,10,2,8,0
4,60,398,10,2,12,0
4,60,398,10,2,16,0
4,60,398,10,2,20,0
4,60,398,10,2,24,0
4,60,398,10,2,28,0
4,60,398,10,2,32,0
4,60,398,10,2,36,0
4,60,398,10,2,40,0
4,60,398,10,2,44,0
4,60,398,10,2,48,0
4,60,398,10,2,52,1
4,60,398,10,2,56,0
4,60,398,10,2,60,1
4,60,398,20,1,4,0
4,60,398,20,1,8,0
4,60,398,20,1,12,0
4,60,398,20,1,16,0
4,60,398,20,1,20,0
4,60,398,20,1,24,0
4,60,398,20,1,28,0
4,60,398,20,1,32,0
4,60,398,20,1,36,0
4,60,398,20,1,40,0
4,60,398,20,1,44,0
4,60,398,20,1,48,0
4,60,398,20,1,52,0
4,60,398,20,1,56,0
4,60,398,20,1,60,1
4,60,398,20,2,4,0
4,60,398,20,2,8,0
4,60,398,20,2,12,0
4,60,398,20,2,16,0
4,60,398,20,2,20,0
4,60,398,20,2,24,0
4,60,398,20,2,28,0
4,60,398,20,2,32,0
4,60,398,20,2,36,0
4,60,398,20,2,40,0
4,60,398,20,2,44,0
4,60,398,20,2,48,0
4,60,398,20,2,52,0
4,60,398,20,2,56,0
4,60,398,20,2,60,1
4,60,398,30,1,4,0
4,60,398,30,1,8,0
4,60,398,30,1,12,0
4,60,398,30,1,16,0
4,60,398,30,1,20,0
4,60,398,30,1,24,0
4,60,398,30,1,28,0
4,60,398,30,1,32,0
4,60,398,30,1,36,0
4,60,398,30,1,40,0
4,60,398,30,1,44,0
4,60,398,30,1,48,0
4,60,398,30,1,52,0
4,60,398,30,1,56,0
4,60,398,30,1,60,1
4,60,398,30,2,4,0
